drugCode,productCategorization,class,DIN,brandName,descriptor,pediatricFlag,accessionNumber,numberOfAIs,lastUpdateDate,aIGroupNumber
"11028","","Human","00830267","DOCUSATE SODIUM CAP 100MG USP","","N","71228","1","20-DEC-2013","0104351002"
"11029","","Human","00893749","PRAVACHOL - TAB 10MG","","N","71229","1","24-APR-2008","0122563001"
"1103","","Human","00221570","CERUMOL","","N","35824","4","29-APR-2015","0455610001"
"11030","","Human","00893757","PRAVACHOL - TAB 20MG","","N","71230","1","24-APR-2008","0122563002"
"11033","","Veterinary","00813443","CO-OP NEO-TERRAMYCIN BEEF CATTLE STA","","N","71237","5","08-APR-2004","0517366002"
"11034","","Human","00895644","APO-DIPYRIDAMOLE-FC TAB 25MG","","N","71239","1","04-SEP-2008","0106621001"
"11035","","Human","00895652","APO-DIPYRIDAMOLE-FC TAB 50MG","","N","71240","1","04-SEP-2008","0106621002"
"11036","","Human","00895660","APO-DIPYRIDAMOLE-FC TAB 75MG","","N","71241","1","04-SEP-2008","0106621003"
"11039","","Human","00060232","SODIUM CHLORIDE 3% INJ","","N","71245","1","16-JUN-2006","0100053014"
"11040","","Human","00060240","SODIUM CHLORIDE 5% INJ","","N","71246","1","16-JUN-2006","0100053004"
"11047","","Human","00441619","HYDRALAZINE","","N","71260","1","21-MAR-2013","0107444003"
"11058","","Human","00882755","CARBON DIOXIDE 7.1% W OXYGEN","CO2:7.1-12% BALANCED WITH O2","N","71277","2","14-JUL-2010","0213351005"
"11059","","Human","00882763","CARBON DIOXIDE 12.1% W OXYGEN","CO2:12.1-23% BALANCED WITH O2","N","71278","2","14-JUL-2010","0213351003"
"11060","","Human","00882771","CARBON DIOXIDE 23.1% W OXYGEN","CO2:23.1-50% BALANCED WITH O2","N","71279","2","14-JUL-2010","0213351004"
"11062","","Human","00872873","PMS-GENTAMICIN CREAM 1MG/GM","","N","71282","1","11-SEP-2000","0105695001"
"11063","","Human","00887587","PDP-ACETAMINOPHEN SOLUTION 80MG/ML","","N","71283","1","29-SEP-2015","0102009003"
"11065","","Human","00180041","A.C. & C 8MG TAB","","N","71288","3","09-JUL-2014","0301235001"
"11066","","Disinfectant","00887374","TRIOSAN DEODORIZING DISINFECTANT CLEANER","","N","71291","2","21-FEB-2012","0205019006"
"11068","","Human","00778907","TOBRADEX OPH SUS","","N","71296","2","25-JUL-2005","0220325001"
"11089","","Veterinary","00707538","MONTEBAN 70 PREMIX 70GM/KG","","N","71342","1","30-DEC-2013","0118649002"
"11095","","Human","00874957","NEOSTIGMINE METHYLSULFATE INJECTION USP","","N","71356","1","29-APR-2015","0102263002"
"11096","","Human","00876534","EPHEDRINE SULFATE INJECTION USP","","N","71357","1","29-APR-2015","0104862001"
"11101","","Human","00839388","PRINIVIL","","N","71368","1","13-NOV-2012","0121550003"
"11102","","Human","00839396","PRINIVIL","","N","71369","1","13-NOV-2012","0121550001"
"11103","","Human","00839418","PRINIVIL","","N","71370","1","13-NOV-2012","0121550002"
"11116","","Veterinary","00869333","OPTICLEAR LIQ 0.44%","","N","71595","1","27-JUN-2011","0100053015"
"11124","","Human","00815349","PMS-OPIUM AND BELLADONA SUP","","N","71607","2","07-SEP-2006","0204829001"
"11131","","Human","00885282","NEOSTIGMINE METHYLSULFATE INJECTION USP","","N","71615","1","29-APR-2015","0102263003"
"11133","","Human","00806714","EYE DROPS 0.5MG/ML","","N","71617","1","09-JUL-2012","0107579001"
"11135","","Human","00869953","MESTINON-SR","","N","71619","1","15-DEC-2005","0107514002"
"11136","","Human","00851795","VASOTEC","","N","71620","1","14-JAN-2010","0152325001"
"11138","","Human","00870153","REFRESH CELLUVISC","","N","71627","1","11-JUL-2012","0107332002"
"11140","","Human","00891177","PMS-ACETAMINOPHEN TAB 325MG","","N","71630","1","12-JUL-2012","0102009001"
"11141","","Human","00892505","PMS-ACETAMINOPHEN TAB 500MG","","N","71631","1","12-JUL-2012","0102009002"
"11150","","Human","00891738","CALCIJEX","","N","71647","1","27-MAY-2014","0113628002"
"11151","","Human","00870021","RETIN-A","","N","71651","1","05-MAY-2015","0112395004"
"11152","","Human","00443794","RETIN-A","","N","71652","1","30-OCT-2013","0112395001"
"11153","","Human","00443816","RETIN-A","","N","71653","1","06-SEP-2013","0112395002"
"11154","","Human","00870013","RETIN-A","","N","71654","1","25-JAN-2016","0112395003"
"1118","","Human","00010383","SINTROM","","N","36032","1","03-MAR-2010","0104595001"
"11196","","Human","00851744","ELOCOM CREAM","","N","71699","1","24-OCT-2013","0121732001"
"11197","","Veterinary","00881600","LACTATED RINGER`S INJ","","N","71700","4","25-FEB-2009","0400132001"
"11207","","Human","00854514","VANTEX SKIN BLEACHING CRM W SUNSCREEN 2%","","N","71713","1","13-JUN-2005","0108649001"
"11221","","Veterinary","00889148","WORM-AWAY IV","","N","71745","1","10-MAY-2012","0109306002"
"11223","","Human","00878200","PMS-DIPHENHYDRAMINE HYDROCHLORIDE INJ 50MG/ML","","N","71748","1","17-AUG-2009","0102639001"
"11224","","Human","00739944","PMS-TESTOSTERONE ENANTHATE INJ 200MG/ML USP","","N","71749","1","07-FEB-2008","0106403001"
"11225","","Human","01911902","NITRO-DUR 0.4","0.4MG/HOUR (RATED RELEASE IN VIVO)","N","71750","1","29-APR-2015","0103615008"
"11226","","Human","01911929","NITRO-DUR 0.6","0.6MG/HOUR (RATED RELEASE IN VIVO)","N","71751","1","29-APR-2015","0103615008"
"11227","","Human","01911910","NITRO-DUR 0.2","0.2MG/HOUR (RATED RELEASE IN VIVO)","N","71752","1","29-APR-2015","0103615008"
"11229","","Human","01905635","TRIALYN SYRUP","","N","71754","3","06-APR-2000","0311066001"
"1124","","Human","00020885","TEVA-AMPICILLIN","","N","36116","1","26-JAN-2016","0105872001"
"1125","","Human","00020877","TEVA-AMPICILLIN","","N","36117","1","26-JAN-2016","0105872002"
"11252","","Human","00893862","ERYBID","","N","71828","1","05-MAY-2015","0105708004"
"11254","","Human","00779806","NIODAN 500 MG TIME RELEASE TABLETS","","N","71832","1","06-JUL-2010","0108396003"
"11257","","Human","01901869","SANDOZ OPIUM & BELLADONNA","","N","71835","2","29-APR-2015","0204829001"
"11258","","Human","00896187","SODIUM PHOSPHATES INJECTION USP","","N","71836","2","29-APR-2015","0208589002"
"11260","","Human","00582301","DALACIN T 1%","","N","71838","1","20-MAR-2006","0105830004"
"11291","","Human","00891746","CALCIJEX","","N","71895","1","27-MAY-2014","0113628003"
"11296","","Disinfectant","01909657","FORMULA 333 LIQ","","N","71900","2","14-FEB-2007","0222801001"
"1130","","Human","00036137","SOLU-MEDROL","DILUENT SUPPLIED","N","36242","1","05-FEB-2014","0106290001"
"11300","","Human","01902660","RETROVIR (AZT)","","N","71907","1","25-NOV-2010","0122716002"
"11314","","Disinfectant","01924508","UNIBAC LIQ 4.5%","","N","71932","1","13-MAY-2006","0104993020"
"1132","","Human","00030678","SOLU-MEDROL","SINGLE DOSE-VIAL. DILUENT SUPPLIED","N","36262","1","20-NOV-2013","0106290005"
"11320","","Human","00894214","BRADOSOL LOZENGES EXTRA STRENGTH 3.5MG MINT","","N","71948","1","12-JUL-2012","0124466001"
"11321","","Human","00895466","BRADOSOL LOZENGES EXTRA STRENGTH 3.5MG","","N","71949","1","12-JUL-2012","0124466001"
"11328","","Human","01900854","OPTIRAY 320","","N","71959","1","14-MAY-2015","0131317003"
"11329","","Human","00872296","TRAVASOL","BLEND C","N","71962","15","29-APR-2015","1517080001"
"11330","","Human","00783668","GLYCEROLYTE 57 SOLUTION","","N","71964","5","15-NOV-2011","0520437001"
"11333","","Veterinary","00890006","REVIBE H.E.","","N","71968","7","22-JAN-2016","0753047002"
"11337","","Human","00884324","ZOCOR","","N","71975","1","05-MAY-2015","0122415001"
"11339","","Human","00834319","ACETAZONE FORTE C8","","N","71977","3","17-JUL-2015","0316476001"
"1134","","Human","00030759","DEPO-MEDROL 40 MG/ML","","N","36264","1","31-JAN-2014","0106292002"
"11341","","Human","00703419","CARBOSYLANE","","N","71988","2","29-APR-2015","0218484001"
"11342","","Human","01902644","RETROVIR (AZT)","","N","71989","1","17-FEB-2011","0122716001"
"11343","","Disinfectant","00872962","MULTI-PHENOLIC DISINFECTANT","","N","71992","3","29-SEP-2010","0305025005"
"11356","","Veterinary","01910051","ADEQUAN I.M.","","N","72010","1","12-SEP-2013","0117650001"
"11357","","Veterinary","00818623","DENAGARD 12.5%","","N","72011","1","05-MAY-2015","0115771002"
"11363","","Human","00885428","PMS-HYDROMORPHONE TAB 8MG","","N","72024","1","06-JUN-2008","0108698005"
"11365","","Veterinary","00813532","ANTIROBE","","N","72026","1","23-NOV-2015","0105830005"
"11370","","Human","00886971","CEFTAZIDIME FOR INJECTION, USP","","N","72032","1","16-NOV-2015","0116900004"
"11371","","Human","00886963","CEFTAZIDIME FOR INJECTION, USP","","N","72033","1","20-MAY-2015","0116900003"
"11372","","Human","00886955","CEFTAZIDIME FOR INJECTION, USP","","N","72034","1","22-DEC-2015","0116900002"
"11376","","Human","00788139","ANTICOAGULANT CITRATE DEXTROSE SOLUTION USP (ACD) FORMULA A","","N","72043","3","31-AUG-2012","0300464001"
"11384","","Human","00816027","PMS-ACETAMINOPHEN W CODEINE ELIXIR","","N","72052","2","18-SEP-2006","0211376002"
"1141","","Veterinary","00097241","OXYTOCIN INJ SYNTHETIC 20IU/ML","","N","36387","1","24-AUG-2004","0106478001"
"11413","","Human","00885444","PMS-HYDROMORPHONE TAB 1MG","","N","72082","1","06-JUN-2008","0108698004"
"11416","","Human","00886157","ZOVIRAX","","N","72086","1","15-SEP-2008","0115506003"
"1142","","Veterinary","00118435","CALF SCOUR TAB COOP","","N","36391","5","23-MAR-2005","0505532001"
"11421","","Human","00894745","CLOZARIL","","N","72092","1","08-APR-2016","0122583002"
"11422","","Human","00894737","CLOZARIL","","N","72093","1","08-APR-2016","0122583001"
"11423","","Human","01912755","PDP-ERYTHROMYCIN","","N","72094","1","01-OCT-2015","0105708001"
"11424","","Human","00762059","PMS-SULFACETAMIDE SOD OPH SOLN 30%","","N","72095","1","07-FEB-2008","0106092002"
"11425","","Human","00885401","PMS-HYDROMORPHONE TAB 4MG","","N","72096","1","06-JUN-2008","0108698006"
"11427","","Human","00834300","ACETAZONE FORTE","","N","72098","2","29-APR-2015","0202044001"
"11428","","Human","00885436","PMS-HYDROMORPHONE TAB 2MG","","N","72099","1","06-JUN-2008","0108698003"
"1143","","Veterinary","00142220","SULFALEAN POWDER","","N","36400","2","29-APR-2015","0206063001"
"11430","","Human","01909169","MOISTUREL SENSITIVE SKIN LOTION","","N","72101","2","11-APR-2016","0217096001"
"11431","","Disinfectant","00887331","D-125 DISINFECTANT CLEANER","","N","72102","2","15-AUG-2012","0205019005"
"11439","","Veterinary","00867357","FOLLTROPIN-V","FOLLICLE STIMULATING HORMONE FOR INJECTION","N","72117","1","05-MAY-2015","0148523001"
"1144","","Veterinary","00104892","METHIGEL","","N","36419","1","29-APR-2015","0106648001"
"11440","","Human","00886858","EMLA CRM","","N","72118","2","26-MAY-2010","0222447001"
"11443","","Human","00871095","ELOCOM LOTION","","N","72122","1","13-JUN-2013","0121732001"
"11444","","Human","00851736","ELOCOM OINTMENT","","N","72123","1","01-NOV-2012","0121732001"
"11451","","Veterinary","00884545","COXISTAC 6%","","N","72131","1","05-MAY-2015","0116259002"
"11453","","Disinfectant","00868752","AIRX 109 SUPER CONCENTRATE LAROSE","","N","72134","2","29-SEP-2010","0205019013"
"11456","","Human","00786667","PMS-ISOSORBIDE TAB 10MG","","N","72138","1","17-DEC-2007","0103176001"
"11457","","Human","00786640","ISOSORBIDE TAB 30MG","","N","72139","1","12-JUL-2012","0103176003"
"11460","","Human","00894729","TERAZOL 7 VAGINAL CREAM 0.4%","","N","72149","1","05-MAY-2015","0122582001"
"11465","","Human","01912038","APO-FLURBIPROFEN FC TABLETS 100MG","","N","72157","1","07-FEB-2008","0115998001"
"11466","","Human","01912046","APO-FLURBIPROFEN FC TABLETS 50MG","","N","72158","1","07-FEB-2008","0115998002"
"1147","","Human","00027944","VALISONE SCALP LOTION","","N","36460","1","29-APR-2015","0106299001"
"11472","","Human","00808741","MYLAN-GLYBE","","N","72168","1","01-MAR-2010","0108708001"
"11473","","Human","00808733","MYLAN-GLYBE","","N","72169","1","11-MAR-2010","0108708002"
"11481","","Human","00870935","SINEMET CR 200/50","","N","72185","2","07-SEP-2010","0210315004"
"11484","","Human","01908189","ALPRAZOLAM-0.25 TAB 0.25MG","","N","72188","1","20-FEB-2006","0115008001"
"11485","","Human","01908170","ALPRAZOLAM-0.5 TAB 0.5MG","","N","72189","1","20-FEB-2006","0115008002"
"11499","","Human","01922734","HEALTH CARE E-2 ANTIS LOT SOAP","","N","72203","1","01-DEC-2010","0106942004"
"115","","Human","00037818","BACTERIOSTATIC SODIUM CHLORIDE INJECTION","","N","03696","1","12-AUG-2008","0100053002"
"11520","","Human","00870226","RATIO-DOCUSATE SODIUM","","N","72230","1","29-APR-2015","0104351003"
"11521","","Human","00870218","DOCUSATE SODIUM","DROPS","N","72231","1","29-APR-2015","0104351004"
"11525","","Veterinary","01908359","STAFAC 22","","N","72240","1","05-MAY-2015","0128542002"
"11533","","Veterinary","01908367","STAFAC 44","","N","72308","1","05-MAY-2015","0128542001"
"11534","","Human","01907123","ISOPTIN SR","","N","72309","1","07-OCT-2015","0113846001"
"11537","","Human","00779237","BACTI-STAT 0.3%","","N","72312","1","09-MAR-2006","0108865003"
"11543","","Veterinary","01908340","STAFAC 500","","N","72321","1","05-MAY-2015","0128542003"
"11544","","Veterinary","01904787","ANTHELCIDE EQ","OXIBENDAZOLE ORAL PASTE","N","72322","1","05-MAY-2015","0115678004"
"11545","","Veterinary","01911643","BLOAT GUARD","","N","72323","1","05-MAY-2015","0109148001"
"11582","","Veterinary","01902687","MAXIBAN PREMIX","","N","72361","2","21-JAN-2015","0222717001"
"11597","","Human","00614505","DOLORAL 5 SIROP 5MG/ML","","N","72401","1","22-OCT-2012","0102476002"
"11623","","Veterinary","00813524","ANTIROBE","","N","72436","1","05-MAY-2015","0105830002"
"11624","","Human","00761834","DOPAMINE HCL 3.2MG/ML DEXTROSE 5% INJ USP","","N","72439","2","28-JUL-2015","0217918002"
"11625","","Human","00761826","DOPAMINE HCL 1.6MG/ML DEXTROSE 5% INJ USP","","N","72440","2","06-FEB-2008","0217918003"
"11626","","Human","00441627","HYDRALAZINE","","N","72441","1","21-MAR-2013","0107444002"
"11627","","Human","00441635","HYDRALAZINE","","N","72442","1","21-MAR-2013","0107444001"
"11629","","Human","01935348","MINERAL OIL (HEAVY)","","N","72445","1","20-JUN-2006","0136741002"
"11641","","Human","00893285","NOREPINEPHRINE BITARTRATE INJ 1MG/ML USP","","N","72461","1","29-APR-2015","0131301001"
"11642","","Human","00897639","ISOPROTERENOL HYDROCHLORIDE INJECTION USP","","N","72462","1","29-APR-2015","0101873001"
"11649","","Human","00833231","DM COUGH SYRUP","","N","72474","1","29-APR-2015","0100807001"
"11650","","Human","00833266","ALLERGY ELIXIR","","N","72476","1","25-JUL-2006","0102639003"
"11656","","Veterinary","00768685","IMAVEROL","CONCENTRATED SOLUTION","N","72485","1","05-MAY-2015","0119995001"
"11657","","Human","01912437","BENZAC AC GEL 10%","","N","72487","1","16-MAY-2006","0107205003"
"11658","","Human","00899453","BENZAC AC 5 GEL 5%","","N","72488","1","16-MAY-2006","0107205001"
"11677","","Disinfectant","01941992","SAN IODE LIQ 1%","","N","72533","1","08-AUG-2005","0108721010"
"11680","","Human","00587273","PMS-BISACODYL","","N","72536","1","29-APR-2015","0101506001"
"11682","","Human","00816132","TOPACTIN CREAM 0.05% U.S.P.","","N","72539","1","29-APR-2015","0106313001"
"11691","","Human","00869945","PROSTIGMIN TABLETS","","N","72549","1","09-DEC-2005","0107516001"
"117","","Human","00038202","BACTERIOSTATIC WATER FOR INJECTION","","N","03714","1","22-OCT-2008","0105143002"
"11709","","Human","00889806","SANDOZ EYELUBE 0.5%","","N","72569","1","29-APR-2015","0108634001"
"1172","","Human","00035076","ALCAINE","ALSO CALLED PROPARACAINE HYDROCHLORIDE","N","36960","1","09-APR-2015","0108759001"
"11727","","Human","01913662","APO GLYBURIDE TAB 5MG","","N","72607","1","07-FEB-2008","0108708001"
"11728","","Human","01913654","APO GLYBURIDE TAB 2.5MG","","N","72608","1","07-FEB-2008","0108708002"
"11742","","Human","01919431","ENGERIX B INJ SUS 20MCG/ML","","N","72633","1","05-AUG-2010","0119570002"
"11743","","Human","00803499","MODULON","","N","72634","1","06-NOV-2013","0115865004"
"11751","","Human","01919369","LUVOX","","N","72651","1","11-SEP-2015","0122450001"
"11752","","Human","01919342","LUVOX","","N","72652","1","11-SEP-2015","0122450002"
"11753","","Human","00852163","TRIATEC-8","","N","72654","3","29-APR-2015","0311391002"
"11758","","Disinfectant","00893250","HYDROX DISINFECTANT CLEANER","","N","72662","1","29-APR-2015","0106899001"
"11760","","Human","01942964","TEVA-CAPTOPRIL","","N","72664","1","29-APR-2015","0114954004"
"11762","","Human","01934414","NYTOL EXTRA STRENGTH SLEEP AID CAPLET 50MG","","N","72666","1","29-APR-2015","0102639001"
"11763","","Human","01942972","TEVA-CAPTOPRIL","","N","72667","1","29-APR-2015","0114954001"
"11764","","Human","01942980","TEVA-CAPTOPRIL","","N","72668","1","29-APR-2015","0114954002"
"11765","","Human","01942999","TEVA-CAPTOPRIL","","N","72669","1","29-APR-2015","0114954003"
"11772","","Human","00804193","ALLERNIX ELIXIR","","N","72679","1","29-APR-2015","0102639003"
"11780","","Human","01913670","TEVA-GLYBURIDE","","N","72689","1","05-MAY-2015","0108708002"
"11781","","Human","01913689","TEVA-GLYBURIDE","","N","72690","1","05-MAY-2015","0108708001"
"11785","","Veterinary","01936107","LAXA-STAT ORAL PASTE","","N","72695","2","27-JUN-2011","0236766003"
"11794","","Human","01905856","ACETAMINOPHEN COMPRIME A CROQUER 80MG","","N","72706","1","25-OCT-2010","0102009003"
"11795","","Human","01905864","ACETAMINOPHEN SOLUTION ORAL GTTE 80MG/ML USP","","N","72707","1","19-APR-2013","0102009003"
"11796","","Human","01905848","ACETAMINOPHEN SOL ORALE D`ACETAMIN 80MG/5ML","","N","72708","1","20-JUL-2010","0102009004"
"11798","","Human","01905392","ENTROPHEN 650MG CAPLET ECT","","N","72710","1","15-NOV-2013","0101169002"
"11803","","Human","01913484","TEVA-ALPRAZOLAM","","N","72716","1","29-APR-2015","0115008001"
"11804","","Human","01913492","TEVA-ALPRAZOLAM","","N","72717","1","29-APR-2015","0115008002"
"11805","","Human","00893722","SEROPHENE TAB 50MG","","N","72718","1","10-JUL-2007","0102713001"
"1181","","Human","00038024","MANNITOL 25%","","N","37024","1","12-AUG-2009","0103277001"
"11817","","Veterinary","00844977","TORBUTROL","","N","72731","1","05-MAY-2015","0131407002"
"11822","","Veterinary","00844985","TORBUTROL","","N","72736","1","05-MAY-2015","0131407003"
"11825","","Veterinary","00849405","POLYFLEX","AMPICILLIN FOR INJECTABLE SUSPENSION USP","N","72740","1","05-MAY-2015","0105872010"
"11826","","Human","01930079","GERMI STAT GEL 2%","","N","72744","1","18-JUL-2012","0107629004"
"11830","","Human","01919679","PROSTIN E2 VAGINAL GEL","","N","72749","1","02-NOV-2006","0111999001"
"11831","","Human","01919687","PROSTIN E2 VAGINAL GEL","","N","72750","1","23-JUN-2006","0111999002"
"11833","","Disinfectant","01936948","MD-CIDE","","N","72754","1","29-APR-2015","0108829001"
"11834","","Disinfectant","01936956","GLUTACIDE","","N","72755","1","13-JUN-2006","0108829001"
"1184","","Human","00015547","KEFLEX","","N","37037","1","05-MAY-2015","0105911001"
"11843","","Human","00897329","RETIN-A","","N","72764","1","05-MAY-2015","0112395003"
"11844","","Human","00897310","RETIN-A","","N","72765","1","05-MAY-2015","0112395002"
"11847","","Human","01928791","KOFFEX DM  (SUCROSE FREE)","","N","72768","1","29-APR-2015","0100807001"
"11848","","Human","01928783","KOFFEX DM","","N","72769","1","29-APR-2015","0100807001"
"11850","","Veterinary","01908375","CALFSPAN TABLETS","","N","72775","1","05-MAY-2015","0106055010"
"11852","","Human","01915436","NEOSTIGMINE METHYLSULFATE INJECTION USP","","N","72777","1","29-APR-2015","0102263004"
"11853","","Human","00885894","AMOX 500 CAP 500MG","","N","72778","1","01-MAY-2008","0131314006"
"11854","","Human","00885886","AMOX 250 CAP 250MG","","N","72779","1","01-MAY-2008","0131314001"
"11855","","Human","00885916","AMOX S 250 SUS 250MG/5ML","","N","72780","1","01-MAY-2008","0131314003"
"11856","","Human","00885908","AMOX S 125 SUS 125MG/5ML","","N","72781","1","01-MAY-2008","0131314002"
"11862","","Human","01925199","BENZAC W WASH GEL 10%","","N","72788","1","16-MAY-2006","0107205003"
"11867","","Veterinary","01916653","PANOLOG CREAM","","N","72795","4","02-JUL-2004","0431421001"
"11868","","Human","00838934","PMS-SULFACETAMIDE SODIUM LIQ 10%","","N","72796","1","23-FEB-2012","0106092001"
"11869","","Human","01916394","PMS HYDROMORPHONE SUPPOSITOIRE 3MG","","N","72797","1","06-JUN-2008","0108698002"
"11870","","Human","01916386","PMS HYDROMORPHONE SIROP 1MG/ML","","N","72798","1","06-JUN-2008","0108698004"
"11872","","Veterinary","00857041","FERROFORTE INJECTION 200MG/ML","","N","72800","1","16-JUN-2004","0108536032"
"11879","","Human","00716928","PITREX CRM 1%","","N","72809","1","14-AUG-2012","0102537001"
"11880","","Human","00704423","ANDROCUR DEPOT","","N","72810","1","05-MAY-2015","0116806002"
"11887","","Human","00788503","VAPORISATEUR NASAL DECONGESTIONNANT","","N","72820","1","31-OCT-2014","0107655001"
"11889","","Veterinary","00785962","BOVIDIGEST","","N","72822","3","17-FEB-2011","0303250002"
"11893","","Human","00812382","CLOTRIMADERM CREAM 1%","","N","72833","1","14-AUG-2012","0110231001"
"11894","","Human","00751286","BETAGAN OPH SOLN 0.25%","","N","72834","1","17-MAR-2008","0116868002"
"11898","","Human","00874965","SANDOZ EYELUBE 1%","","N","72841","1","29-APR-2015","0108634002"
"11899","","Veterinary","00861995","TETRA 55 PWR 55MG/GM","","N","72846","1","05-MAY-2008","0105499004"
"11900","","Veterinary","00861987","ACE POWDER 1.25GM/227GM","","N","72847","1","01-MAY-2008","0106148002"
"11901","","Human","01906704","NEOCITRAN COLD & COUGH NIGHT","","N","72848","3","29-APR-2015","0315156002"
"11904","","Human","00851256","DECONGESTANT NOSE DROPS 0.1%","","N","72852","1","15-AUG-2011","0107655001"
"11914","","Human","01932268","PHAZYME CAP 125MG","","N","72867","1","29-APR-2015","0131347001"
"11918","","Human","01931032","ROBITUSSIN MUCUS & PHLEGM","","N","72872","1","02-DEC-2015","0103181002"
"1192","","Human","00004596","IMURAN","","N","37208","1","17-DEC-2015","0101830001"
"11922","","Disinfectant","01945416","ESTEAM SANI CLEAN LIQ","","N","72879","4","29-SEP-2010","0414758009"
"1193","","Human","00004626","LEUKERAN","","N","37209","1","19-MAY-2015","0101769001"
"11936","","Human","01909142","MOISTUREL CREAM","","N","72898","2","16-JAN-2016","0217096002"
"11942","","Human","01902652","RETROVIR (AZT)","","N","72906","1","28-MAY-2010","0122716001"
"1195","","Human","00004715","ALKERAN","","N","37211","1","07-DEC-2015","0102597001"
"11969","","Human","01940414","VOLTAREN OPHTHA","","N","72938","1","17-APR-2013","0114417004"
"11970","","Human","01926713","ARLIDIN TABLETS 6MG","","N","72939","1","13-JAN-2015","0104562001"
"11974","","Human","01945157","CLARITIN ALLERGY + SINUS","MODIFIED RELEASE TABLETS","N","72943","2","27-AUG-2015","0245861002"
"11977","","Veterinary","01923838","NOROVET TMPS (INJECTABLE SOLUTION)","","N","72946","2","12-JUN-2008","0213225001"
"1201","","Human","00223107","CONRAY 30","","N","37272","1","24-AUG-2015","0102763002"
"12016","","Human","01901885","YOHIMBINE TAB 5.4MG","","N","73009","1","27-APR-2009","0117123003"
"1212","","Human","00035645","KEFLEX","","N","37462","1","05-MAY-2015","0105911002"
"12137","","Human","01922726","DERMEX I ANTISEPTIC LOTION SOAP","","N","73153","1","01-DEC-2010","0106942004"
"1214","","Human","00224391","KETALAR","","N","37465","1","12-FEB-2016","0131360002"
"1215","","Human","00224405","KETALAR","","N","37466","1","14-MAY-2007","0131360003"
"12154","","Human","01904124","ACETAMINOPHEN TABLETS REGULAR STRENGTH","","N","73175","1","25-JAN-2011","0102009001"
"12159","","Human","00833223","CHILDREN`S ACETAMINOPHEN ELX 160MG","","N","73181","1","14-APR-2011","0102009005"
"12168","","Human","00783625","SODIUM CHLORIDE 12% USP","","N","73191","1","16-JUN-2006","0100053039"
"12169","","Human","00783633","SODIUM CHLORIDE 1.6% SOLUTION USP","","N","73192","1","16-JUN-2006","0100053035"
"12171","","Human","00783641","DEXTROSE 0.2% AND 0.9% SOD CHLOR SOLUTION","","N","73194","2","28-JUL-2015","0200203009"
"12174","","Veterinary","01916637","PANOLOG OINTMENT","","N","73203","4","25-SEP-2008","0431421002"
"12181","","Human","00855804","TENSILON","","N","73215","1","05-MAY-2015","0107517001"
"12182","","Human","00851760","PULMICORT TURBUHALER 400 MCG/DOSE","","N","73218","1","07-MAR-2006","0116807003"
"12185","","Human","01924303","0.9% SODIUM CHLORIDE INJECTION USP","","N","73224","1","29-APR-2015","0100053002"
"12186","","Human","01931636","LACTATED RINGER`S INJECTION USP","","N","73225","4","29-APR-2015","0400132001"
"12192","","Human","01944673","BENYLIN COUGH PLUS COLD RELIEF","","N","73235","3","29-APR-2015","0310136001"
"12196","","Human","01945149","CONDYLINE","","N","73239","1","03-AUG-2012","0123181001"
"12200","","Veterinary","00860735","DENAGARD","MEDICATED PREMIX","N","73243","1","24-OCT-2013","0128684001"
"12206","","Veterinary","00872695","SERGEANT`S WORM-AWAY FOR CATS CAP 98.5%","","N","73249","1","02-OCT-2010","0102269006"
"12208","","Human","00874582","DEXAMETHASONE SOD PHOSPH INJ 10MG/ML USP","","N","73251","1","29-APR-2015","0106303005"
"12210","","Disinfectant","01918060","CLINICIDE","","N","73257","2","13-APR-2006","0213172003"
"12215","","Human","00622907","ODAN-ATROPINE","","N","73263","2","15-OCT-2015","0216616001"
"12216","","Human","01916971","TUSSIONEX","","N","73264","2","15-OCT-2008","0252486002"
"12217","","Human","01916963","TUSSIONEX","","N","73265","2","24-SEP-2008","0252486001"
"12218","","Human","00401633","FUROSEMIDE SPECIAL","","N","73266","1","05-MAY-2015","0101944003"
"12220","","Human","01926454","NITROL (NITROGLYCERIN OINTMENT 2%, USP)","","N","73269","1","21-SEP-2009","0103615018"
"12221","","Human","01926853","FLAGYL","","N","73270","1","01-OCT-2010","0102572003"
"12223","","Human","01926675","PIPORTIL L4","","N","73272","1","29-AUG-2008","0112633001"
"12237","","Human","00723754","APRESOLINE","","N","73291","1","22-OCT-2012","0107444005"
"12239","","Veterinary","00783390","PANK-AID","","N","73293","3","19-JAN-2016","0302964006"
"1224","","Human","00225843","VASOFRINIC","","N","37658","2","08-MAR-2006","0200661001"
"12247","","Disinfectant","01910604","G-NOL DISINFECTANT SOL","","N","73304","2","22-OCT-2009","0213136002"
"1225","","Human","00225851","DALACIN C FLAVOURED GRANULES","","N","37661","1","25-JAN-2013","0105830007"
"12252","","Disinfectant","01945408","STERIS 20 STERILANT CONC LIQ 35%","","N","73315","1","29-SEP-2010","0123187001"
"12254","","Disinfectant","01945475","HOSP-I-SEPTIC-G SURFACE DISINFECTANT DEODORANT SPRAY","","N","73321","3","29-APR-2015","0309109001"
"12255","","Disinfectant","01945467","GERMICIDAL MULTIPURPOSE CLEANER SPRAY","","N","73322","2","29-APR-2015","0205019015"
